"PAIS","DEPARTAMENTO","CODIGO DANE","MUNICIPIO","DESAGREGACIÓN CULTIVO","CULTIVO","CICLO DE CULTIVO","GRUPO CULTIVO","SUBGRUPO","AÑO","PERIODO","Área Sembrada(ha)","ÁREA COSECHADA(ha)","PRODUCCION(t)","RENDIMIENTO(t/ha)","CÓDIGO  CULTIVO","NOMBRE CIENTÍFICO CULTIVO","ESTADO FISICO DEL CULTIVO"
"Colombia","Caldas","17272","Filadelfia","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","25.00","23","32.17","1.4","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17380","La Dorada","Palma de aceite","Palma de aceite","Permanente","Oleaginosas","Oleaginosas","2022","2022","70.00","70","195.82","2.8","2070400","Elaeis guineensis Jacq.","Aceite crudo"
"Colombia","Caldas","17380","La Dorada","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","21.00","19","23.75","1.25","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17380","La Dorada","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","1.90","1.9","1.12","0.59","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17380","La Dorada","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","6.00","6","6","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17380","La Dorada","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","4.00","4","4","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17388","La Merced","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","24.00","18","10.8","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17388","La Merced","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","940.02","713.38","687.46","0.96","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17388","La Merced","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","107.00","107","8,560","80","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17388","La Merced","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022A","12.00","6","9.6","1.6","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17388","La Merced","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","15.00","6","7.8","1.3","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17388","La Merced","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","18.00","18","19.8","1.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17388","La Merced","Maíz Amarillo Tecnificado","Maíz Amarillo Tecnificado","Transitorio","Cereales","Cereales","2022","2022B","6.00","12","19.2","1.6","1010401","Zea mays","Grano seco"
"Colombia","Caldas","17388","La Merced","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","12.00","15","19.5","1.3","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17388","La Merced","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","15.00","14","18.2","1.3","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17433","Manzanares","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","3,169.85","2,547.13","2,851.53","1.12","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17433","Manzanares","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","669.00","669","33,450","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17433","Manzanares","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","5.00","2","2.57","1.28","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17433","Manzanares","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","4.50","4.5","7.87","1.75","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17433","Manzanares","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","5.00","5","8.98","1.8","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17433","Manzanares","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","6.00","6","9.9","1.65","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17442","Marmato","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","391.75","342.35","292.83","0.86","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17442","Marmato","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","84.00","84","4,200","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17444","Marquetalia","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","141.00","131","78.6","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17444","Marquetalia","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2,789.79","2,322.55","2,080.92","0.9","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17444","Marquetalia","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","157.00","157","18,840","120","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17444","Marquetalia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","2.00","1.7","1.7","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17444","Marquetalia","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","0.50","1.4","1.4","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17444","Marquetalia","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","1.50","1.5","1.05","0.7","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17444","Marquetalia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","1.70","2","2","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17444","Marquetalia","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","1.40","0.5","0.5","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17446","Marulanda","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","173.61","143.56","135.09","0.94","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17446","Marulanda","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","22.00","21","1,890","90","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17446","Marulanda","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","10.00","4","4","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17446","Marulanda","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","9.00","3.5","3.5","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17446","Marulanda","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","12.00","12","24","2","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17446","Marulanda","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","8.00","10","10","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17446","Marulanda","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","4.00","9","9","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17446","Marulanda","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022B","4.00","4","8","2","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17446","Marulanda","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","13.00","13","14.3","1.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17486","Neira","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","63.00","60","36","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17486","Neira","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2,625.64","1,956.56","2,715.21","1.39","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17486","Neira","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","477.00","462","23,100","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17486","Neira","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","3.00","0","0","0","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17486","Neira","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022A","6.00","6","8.41","1.4","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17486","Neira","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","5.00","5","10.49","2.1","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17486","Neira","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","3.00","3","2.52","0.84","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17486","Neira","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022B","6.00","6","9.11","1.52","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17486","Neira","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","5.00","5","12.24","2.45","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17495","Norcasia","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","709.00","619","371.4","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17495","Norcasia","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","8.00","6","510","85","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17495","Norcasia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","2.20","1.6","4","2.5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17495","Norcasia","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","0.50","1.3","3.25","2.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17495","Norcasia","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","2.20","2.2","5.5","2.5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17495","Norcasia","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","0.80","0.5","1.25","2.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17513","Pácora","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","3,180.94","2,360.12","2,173.81","0.92","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17513","Pácora","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","200.00","200","10,000","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17513","Pácora","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","89.00","52","104","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17513","Pácora","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","21.00","42","63","1.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17513","Pácora","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","95.00","98","196","2","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17513","Pácora","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","56.00","85","170","2","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17513","Pácora","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","20.00","19","28.5","1.5","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17513","Pácora","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","100.00","94","188","2","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17524","Palestina","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","75.00","70","35","0.5","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17524","Palestina","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2,611.90","1,527.04","1,602.49","1.05","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17524","Palestina","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","31.00","20","100","5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17524","Palestina","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","3.50","3.5","6.3","1.8","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17524","Palestina","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","33.00","31","155","5","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17524","Palestina","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","5.50","5","9","1.8","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","54.00","44","26.4","0.6","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","3,595.18","3,082.05","2,730.35","0.89","2030300","Coffea arabica L.","Pergamino o seco de trilla"
"Colombia","Caldas","17541","Pensilvania","Caña Panelera","Caña Panelera","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","326.00","301","15,050","50","2030402","Saccharum officinarum L.","Caña o verde"
"Colombia","Caldas","17541","Pensilvania","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022A","12.00","1","1","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022A","1.00","1","1","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022A","5.00","5","5","1","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17541","Pensilvania","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022A","13.00","12","20.4","1.7","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Maíz Amarillo Tradicional","Maíz Amarillo Tradicional","Transitorio","Cereales","Cereales","2022","2022B","11.00","11","11","1","1010402","Zea mays","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Maíz Blanco Tradicional","Maíz Blanco Tradicional","Transitorio","Cereales","Cereales","2022","2022B","1.00","1","1","1","1010404","Zea mays","Grano seco"
"Colombia","Caldas","17541","Pensilvania","Arveja","Arveja","Transitorio","Leguminosas","Leguminosas","2022","2022B","5.00","5","5","1","1060100","Pisum sativum","Grano"
"Colombia","Caldas","17541","Pensilvania","Frijol","Frijol","Transitorio","Leguminosas","Leguminosas","2022","2022B","12.00","12","21.6","1.8","1060200","Phaseolus sp.","Grano seco"
"Colombia","Caldas","17614","Riosucio","Cacao","Cacao","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","154.00","146","102.2","0.7","2030200","Theobrama cacao L.","Grano seco"
"Colombia","Caldas","17614","Riosucio","Café","Café","Permanente","Cultivos Tropicales Tradicionales","Cultivos Tropicales Tradicionales","2022","2022","2,864.33","2,317.22","1,216.29","0.52","2030300","Coffea arabica L.","Pergamino o seco de trilla"
